Date,spx,ukx,dax,shsz300,xau,eur,m2,usbgb090d,eur,dxy,gbp,jpy,cny
2010-01-01,7.016699,8.596537,8.692394,8.181911,7.000635,0.360328,9.048633,-2.747779,0.360328,4.354912,0.479397,4.533137,1.9209
2010-01-08,7.043142,8.61871,8.705764,8.154825,7.037247,0.365407,9.045112,-2.982421,0.365407,4.349904,0.471565,4.528937,1.920973
2010-01-15,7.035295,8.604356,8.678626,8.155575,7.030796,0.36374,9.044014,-2.946752,0.36374,4.347991,0.486369,4.508439,1.920885
2010-01-22,6.995546,8.576026,8.6474,8.12154,6.996864,0.346352,9.043388,-3.092463,0.346352,4.360254,0.476979,4.497919,1.920885
2010-01-29,6.979024,8.554204,8.63209,8.072205,6.985503,0.32671,9.046409,-2.745908,0.32671,4.375279,0.468878,4.502805,1.920871
2010-02-05,6.971847,8.529304,8.600493,8.056138,6.97195,0.313277,9.048621,-2.518009,0.313277,4.387524,0.447375,4.491553,1.920812
2010-02-12,6.98055,8.545285,8.612574,8.086804,6.997029,0.309835,9.048468,-2.494351,0.309835,4.384748,0.451139,4.499476,1.921822
2010-02-19,7.011367,8.586378,8.652082,8.091467,7.020369,0.308514,9.05309,-2.397665,0.308514,4.390032,0.436447,4.516558,1.921288
2010-02-26,7.007139,8.585696,8.630247,8.096108,7.018939,0.309688,9.053102,-2.172083,0.309688,4.386541,0.421273,4.487962,1.920754
2010-03-05,7.037643,8.630479,8.678863,8.089409,7.03408,0.309174,9.051614,-1.972347,0.309174,4.387412,0.414755,4.502916,1.920812
2010-03-12,7.047509,8.635092,8.690324,8.081206,7.004791,0.319835,9.049408,-1.972275,0.319835,4.379937,0.418973,4.506013,1.92068
2010-03-19,7.056089,8.639432,8.696582,8.099818,7.009409,0.302398,9.050031,-1.904548,0.302398,4.391036,0.406331,4.505902,1.920827
2010-03-26,7.06184,8.648751,8.719326,8.094073,7.009861,0.293416,9.050289,-1.967686,0.293416,4.40276,0.398642,4.527425,1.9209
2010-04-02,7.071658,8.656066,8.738024,8.13369,7.020905,0.300401,9.052305,-1.864588,0.300401,4.396583,0.419302,4.549763,1.920695
2010-04-09,7.085374,8.660597,8.740289,8.125385,7.057898,0.300031,9.052727,-1.871972,0.300031,4.395597,0.429898,4.534533,1.920387
2010-04-16,7.083497,8.655904,8.729219,8.118603,7.0365,0.300253,9.053125,-1.880394,0.300253,4.392274,0.429312,4.523743,1.920666
2010-04-23,7.104374,8.652362,8.74186,8.067776,7.054104,0.291475,9.05145,-1.871192,0.291475,4.398785,0.430288,4.542976,1.920944
2010-04-30,7.078923,8.622146,8.721879,8.028573,7.072592,0.284803,9.055101,-1.850046,0.284803,4.405084,0.423501,4.541698,1.920636
2010-05-07,7.012908,8.541499,8.650865,7.950428,7.097052,0.243495,9.056851,-2.070204,0.243495,4.43616,0.392312,4.517213,1.92071
2010-05-14,7.034987,8.568428,8.708922,7.961377,7.117351,0.211799,9.057352,-1.88988,0.211799,4.455451,0.374181,4.526884,1.920827
2010-05-21,6.991811,8.529701,8.670644,7.926166,7.070809,0.228887,9.059448,-1.877448,0.228887,4.447006,0.368663,4.499921,1.921003
2010-05-28,6.993392,8.554186,8.690504,7.95518,7.101989,0.204898,9.058889,-1.90401,0.204898,4.459913,0.368732,4.511519,1.921544
2010-06-04,6.970617,8.542081,8.689276,7.917314,7.106524,0.179651,9.061608,-2.047943,0.179651,4.479981,0.368524,4.52081,1.921149
2010-06-11,6.9954,8.549405,8.707455,7.922576,7.112083,0.191612,9.060947,-2.520119,0.191612,4.471719,0.375075,4.518086,1.921764
2010-06-18,7.018858,8.566143,8.73504,7.899588,7.136324,0.214062,9.060006,-2.350935,0.214062,4.450841,0.393595,4.507557,1.920754
2010-06-25,6.981712,8.526444,8.711213,7.914358,7.135369,0.212527,9.062652,-2.109488,0.212527,4.446327,0.409656,4.491329,1.91576
2010-07-02,6.930084,8.484275,8.671484,7.837594,7.099697,0.22841,9.063046,-1.855722,0.22841,4.435887,0.418316,4.47472,1.912737
2010-07-09,6.982826,8.543434,8.710329,7.88122,7.099697,0.23436,9.058051,-1.887566,0.23436,4.430186,0.409723,4.484358,1.912944
2010-07-16,6.970617,8.548469,8.706204,7.869451,7.084226,0.256965,9.060227,-1.926823,0.256965,4.412629,0.425333,4.460607,1.913195
2010-07-23,7.005481,8.57784,8.726861,7.9349,7.081036,0.25534,9.06068,-1.898454,0.25534,4.412362,0.433404,4.471182,1.913962
2010-07-30,7.004519,8.56751,8.723877,7.961667,7.074117,0.26628,9.063,-1.929505,0.26628,4.401081,0.450375,4.459798,1.913166
2010-08-06,7.022547,8.581555,8.741876,7.971659,7.094567,0.283674,9.062919,-1.960557,0.283674,4.387101,0.466435,4.448633,1.912294
2010-08-13,6.984022,8.570817,8.717749,7.95702,7.102911,0.243338,9.06293,-1.944981,0.243338,4.418214,0.444109,4.45667,1.916364
2010-08-20,6.976992,8.555506,8.700374,7.97189,7.112979,0.239961,9.063475,-1.958216,0.239961,4.419527,0.44051,4.449919,1.915525
2010-08-27,6.970345,8.556714,8.691343,7.958077,7.121333,0.243965,9.063926,-1.98887,0.243965,4.417852,0.440124,4.445353,1.916628
2010-09-03,7.007157,8.599354,8.721703,7.979411,7.128295,0.25441,9.065973,-2.090867,0.25441,4.407962,0.435153,4.4345,1.917437
2010-09-10,7.01171,8.612802,8.734684,7.983628,7.127894,0.237362,9.065823,-2.084253,0.237362,4.415195,0.428921,4.432601,1.912442
2010-09-17,7.026063,8.614039,8.733878,7.959056,7.150152,0.266126,9.067013,-2.001148,0.266126,4.399351,0.446479,4.452718,1.905847
2010-09-24,7.04636,8.63025,8.748035,7.957695,7.166999,0.299289,9.067555,-2.063253,0.299289,4.374435,0.458816,4.433432,1.900614
2010-10-01,7.044242,8.629253,8.734132,7.984657,7.184705,0.321431,9.070147,-2.015378,0.321431,4.357836,0.458943,4.421488,1.899866
2010-10-08,7.060605,8.640757,8.746982,8.021003,7.205442,0.331962,9.071193,-2.117434,0.331962,4.348017,0.467626,4.405865,1.89807
2010-10-15,7.070036,8.648813,8.778372,8.110031,7.221397,0.334828,9.072686,-2.062388,0.334828,4.344338,0.469504,4.400112,1.893564
2010-10-22,7.075876,8.655453,8.795709,8.125234,7.191768,0.333181,9.073352,-2.068541,0.333181,4.349917,0.449992,4.399007,1.895594
2010-10-29,7.076029,8.643854,8.795032,8.125625,7.214799,0.332679,9.075265,-2.119597,0.332679,4.347254,0.472563,4.38689,1.898219
2010-11-05,7.11139,8.678521,8.81792,8.166444,7.239681,0.338755,9.07618,-2.167093,0.338755,4.337918,0.481376,4.397777,1.896495
2010-11-12,7.089418,8.665073,8.815015,8.099199,7.221653,0.3143,9.075883,-2.172786,0.3143,4.35776,0.477103,4.413162,1.893263
2010-11-19,7.089852,8.653965,8.831062,8.064275,7.210028,0.312838,9.076306,-2.05909,0.312838,4.36315,0.468753,4.425445,1.892811
2010-11-26,7.081204,8.642715,8.831855,8.069295,7.217994,0.280657,9.078465,-1.907372,0.280657,4.386479,0.444173,4.431888,1.895549
2010-12-03,7.110459,8.656141,8.846169,8.057745,7.254234,0.293863,9.080027,-2.007828,0.293863,4.374209,0.455905,4.412919,1.89627
2010-12-10,7.123189,8.667843,8.854546,8.058954,7.234177,0.279524,9.079024,-2.16561,0.279524,4.382901,0.457678,4.430221,1.894557
2010-12-17,7.126015,8.677908,8.851155,8.078893,7.226536,0.276798,9.080391,-2.251037,0.276798,4.386678,0.440446,4.430698,1.895969
2010-12-24,7.1363,8.701,8.861873,8.059264,7.230911,0.271705,9.082212,-2.164215,0.271705,4.387934,0.434506,4.417635,1.891077
2010-12-31,7.136992,8.682697,8.841331,8.048232,7.258961,0.291699,9.085174,-2.134954,0.291699,4.369802,0.445455,4.396423,1.886054
2011-01-07,7.147953,8.6969,8.846186,8.06042,7.222259,0.255185,9.084165,-1.999005,0.255185,4.394597,0.441283,4.420646,1.891771
2011-01-14,7.164906,8.69986,8.864422,8.036528,7.216511,0.291774,9.086918,-1.97091,0.291774,4.371496,0.461782,4.417273,1.885477
2011-01-21,7.157229,8.682072,8.862543,8.000839,7.202423,0.309101,9.091512,-1.915963,0.309101,4.359436,0.470004,4.413646,1.884491
2011-01-28,7.151752,8.679545,8.868244,8.01854,7.197997,0.308293,9.089268,-1.987774,0.308293,4.358413,0.461152,4.408303,1.884794
2011-02-04,7.178446,8.699078,8.884085,8.031801,7.207008,0.30616,9.091917,-1.988212,0.30616,4.357273,0.476917,4.408912,1.884612
2011-02-11,7.192295,8.709944,8.905336,8.045896,7.213069,0.303875,9.092075,-2.192386,0.303875,4.362589,0.470441,4.424008,1.886099
2011-02-18,7.202669,8.713252,8.912852,8.074612,7.236721,0.3143,9.093436,-2.373008,0.3143,4.352392,0.485692,4.421007,1.88364
2011-02-25,7.185296,8.699715,8.879774,8.070162,7.25177,0.318745,9.09521,-2.147549,0.318745,4.34737,0.477352,4.402809,1.883275
2011-03-04,7.186258,8.697912,8.878901,8.09275,7.266059,0.335543,9.096107,-2.241396,0.335543,4.335983,0.486676,4.410614,1.882423
2011-03-11,7.173406,8.670544,8.851018,8.085604,7.256615,0.329448,9.096735,-2.681652,0.329448,4.340892,0.475053,4.40501,1.883199
2011-03-18,7.15399,8.651397,8.804535,8.075797,7.257637,0.349388,9.097664,-2.637499,0.349388,4.327016,0.484584,4.38925,1.882666
2011-03-25,7.180679,8.682836,8.845973,8.100004,7.265248,0.342667,9.099655,-2.480516,0.342667,4.333585,0.472688,4.398638,1.880762
2011-04-01,7.194745,8.701167,8.879028,8.09338,7.26459,0.353119,9.102276,-2.713264,0.353119,4.328534,0.476855,4.431531,1.878732
2011-04-08,7.191557,8.708764,8.884197,8.117718,7.296366,0.370459,9.102454,-3.231708,0.370459,4.318368,0.493537,4.439706,1.877463
2011-04-15,7.185145,8.69885,8.878816,8.119381,7.304314,0.366724,9.101674,-2.855275,0.366724,4.315246,0.490235,4.420526,1.876989
2011-04-22,7.198468,8.70256,8.895012,8.10166,7.317777,0.375762,9.1032,-2.854406,0.375762,4.305523,0.501381,4.40501,1.8738
2011-04-29,7.217891,8.711097,8.924584,8.068628,7.35481,0.392447,9.106634,-3.280485,0.392447,4.289541,0.513183,4.396915,1.870432
2011-05-06,7.200574,8.695636,8.921624,8.046037,7.310283,0.359002,9.109625,-3.86038,0.359002,4.315366,0.492743,4.389871,1.871048
2011-05-13,7.198759,8.687083,8.909682,8.048178,7.309902,0.344795,9.108308,-3.805863,0.344795,4.327531,0.482241,4.391977,1.871802
2011-05-20,7.19539,8.690893,8.891074,8.046101,7.321387,0.347836,9.109094,-3.392337,0.347836,4.323271,0.484276,4.403176,1.870971
2011-05-27,7.193761,8.689274,8.87675,7.994062,7.337197,0.359002,9.110664,-3.265705,0.359002,4.316875,0.501321,4.391729,1.870447
2011-06-03,7.170243,8.675053,8.869121,8.001807,7.340803,0.380831,9.11232,-3.469262,0.380831,4.301128,0.49628,4.385396,1.868721
2011-06-10,7.147544,8.659699,8.863602,7.993596,7.334101,0.360956,9.110686,-3.42038,0.360956,4.314751,0.484276,4.386143,1.868474
2011-06-17,7.147953,8.650839,8.876831,7.969759,7.33918,0.357814,9.112904,-3.580204,0.357814,4.317328,0.481994,4.382651,1.866898
2011-06-24,7.145551,8.647821,8.870857,8.015483,7.314985,0.349882,9.11715,-4.455888,0.349882,4.326316,0.467375,4.387387,1.867794
2011-07-01,7.200179,8.697807,8.911859,8.022815,7.30504,0.373355,9.126089,-3.589577,0.373355,4.30877,0.474742,4.392348,1.866604
2011-07-08,7.203257,8.697944,8.909604,8.042114,7.342229,0.355154,9.130539,-3.780556,0.355154,4.319872,0.473622,4.390119,1.866604
2011-07-15,7.182458,8.673113,8.884627,8.048434,7.37372,0.347271,9.13016,-4.810965,0.347271,4.319167,0.478344,4.371092,1.865939
2011-07-22,7.204164,8.688626,8.899238,8.028778,7.378559,0.361722,9.13333,-3.642378,0.361722,4.306778,0.48858,4.363608,1.863537
2011-07-29,7.164163,8.668229,8.876093,7.997017,7.395034,0.364504,9.137791,-2.406835,0.364504,4.302672,0.496037,4.340684,1.862761
2011-08-05,7.08956,8.56541,8.73812,7.971576,7.416859,0.356415,9.152637,-6.180207,0.356415,4.312114,0.494208,4.362207,1.862606
2011-08-12,7.072261,8.579234,8.699138,7.963933,7.465598,0.354031,9.15305,-4.513503,0.354031,4.312234,0.487229,4.339902,1.854734
2011-08-19,7.024231,8.525312,8.60886,7.940107,7.524075,0.364435,9.156644,-7.20886,0.364435,4.304187,0.498591,4.337944,1.855829
2011-08-26,7.070554,8.542845,8.619295,7.972887,7.51095,0.371564,9.159489,-4.392481,0.371564,4.301548,0.492804,4.33951,1.854343
2011-09-02,7.068146,8.573957,8.619448,7.938749,7.540558,0.351009,9.160162,-4.74099,0.351009,4.314229,0.483537,4.341335,1.85403
2011-09-09,7.051189,8.559227,8.554475,7.919752,7.526017,0.311521,9.158373,-7.354042,0.311521,4.346296,0.462601,4.351567,1.854484
2011-09-16,7.10333,8.588287,8.62578,7.913517,7.50212,0.322011,9.157446,-6.969631,0.322011,4.338584,0.456665,4.341074,1.853717
2011-09-23,7.035647,8.530467,8.555752,7.889639,7.412643,0.299882,9.157625,-5.888908,0.299882,4.363111,0.435024,4.337813,1.854437
2011-09-30,7.031229,8.542565,8.612871,7.856068,7.392635,0.291774,9.161602,-4.285263,0.291774,4.363774,0.44366,4.344065,1.853482
2011-10-07,7.052254,8.576103,8.643949,7.87,7.40114,0.291026,9.162725,-5.270702,0.291026,4.365973,0.442247,4.340684,1.853278
2011-10-14,7.110353,8.606368,8.694033,7.88374,7.426984,0.328008,9.162714,-4.069847,0.328008,4.338897,0.458627,4.346658,1.853074
2011-10-21,7.121454,8.610438,8.694663,7.827193,7.403902,0.329088,9.164077,-4.49991,0.329088,4.335917,0.466999,4.334542,1.853732
2011-10-28,7.158584,8.648614,8.75561,7.904342,7.463793,0.346988,9.164171,-4.908982,0.346988,4.318381,0.478654,4.328494,1.849918
2011-11-04,7.133479,8.617429,8.693859,7.924344,7.470025,0.321431,9.166744,-6.725434,0.321431,4.343312,0.471939,4.359781,1.846879
2011-11-11,7.141918,8.62072,8.708975,7.899153,7.489233,0.318526,9.168226,-7.130899,0.318526,4.343091,0.47412,4.346011,1.84721
2011-11-18,7.103034,8.587268,8.665655,7.865764,7.452373,0.301881,9.169727,-8.078938,0.301881,4.357529,0.457805,4.343026,1.849258
2011-11-25,7.055028,8.549593,8.611206,7.85165,7.428648,0.280582,9.168883,-4.170794,0.280582,4.378094,0.434312,4.35337,1.852996
2011-12-02,7.126312,8.621966,8.712872,7.846711,7.465512,0.292072,9.169445,-5.312416,0.292072,4.36469,0.444558,4.356581,1.850076
2011-12-09,7.135042,8.6178,8.697297,7.825429,7.445184,0.291699,9.169435,-6.878196,0.291699,4.364779,0.449163,4.351825,1.850657
2011-12-16,7.106327,8.591807,8.648534,7.779103,7.377102,0.265896,9.171641,-4.879607,0.265896,4.385222,0.441218,4.353756,1.848565
2011-12-23,7.143088,8.61481,8.67913,7.766061,7.38172,0.265743,9.171849,-8.334872,0.265743,4.381151,0.444045,4.357862,1.846469
2011-12-30,7.13696,8.62556,8.682428,7.760356,7.35481,0.259205,9.173272,-4.465408,0.259205,4.384249,0.441411,4.342506,1.83974
2012-01-06,7.152903,8.639354,8.709122,7.736569,7.388915,0.240276,9.183349,-4.551629,0.240276,4.39758,0.433534,4.343546,1.842041
2012-01-13,7.161692,8.637043,8.723082,7.780859,7.401842,0.237441,9.185843,-3.612289,0.237441,4.400787,0.426378,4.343416,1.841581
2012-01-20,7.181881,8.653218,8.764739,7.825681,7.418571,0.257042,9.184212,-3.312912,0.257042,4.38481,0.44321,4.344195,1.846279
2012-01-27,7.182603,8.654073,8.781399,7.82608,7.461112,0.279146,9.184848,-3.00821,0.279146,4.368207,0.453302,4.339902,1.842738
2012-02-03,7.204075,8.682889,8.819764,7.826479,7.453707,0.274445,9.186078,-2.71704,0.274445,4.368485,0.4585,4.338989,1.84101
2012-02-10,7.202393,8.674605,8.808812,7.837404,7.451242,0.277404,9.185289,-2.537548,0.277404,4.37089,0.454636,4.351696,1.840518
2012-02-17,7.216144,8.683567,8.831716,7.838773,7.452043,0.273076,9.188125,-2.637359,0.273076,4.373629,0.459259,4.376386,1.840407
2012-02-24,7.219452,8.688644,8.834108,7.881567,7.480118,0.29632,9.187205,-2.369045,0.29632,4.361211,0.462349,4.396792,1.840169
2012-03-02,7.222296,8.684592,8.842369,7.893546,7.445768,0.27748,9.186877,-2.74109,0.27748,4.374536,0.459574,4.404399,1.840296
2012-03-09,7.223201,8.680585,8.836404,7.887697,7.446381,0.271781,9.188504,-2.641701,0.271781,4.382539,0.449418,4.412435,1.842342
2012-03-16,7.247202,8.693762,8.875961,7.872272,7.414573,0.275812,9.18975,-2.498113,0.275812,4.379348,0.460332,4.424128,1.844178
2012-03-23,7.242161,8.675032,8.85304,7.845001,7.415717,0.282921,9.187491,-2.63401,0.282921,4.373805,0.461845,4.410978,1.841755
2012-03-30,7.250259,8.660159,8.846041,7.805841,7.41959,0.288482,9.191433,-2.669022,0.288482,4.369498,0.470628,4.417273,1.840391
2012-04-06,7.242855,8.652365,8.821033,7.831947,7.400272,0.269874,9.193652,-2.546442,0.269874,4.380601,0.462286,4.402319,1.84147
2012-04-13,7.222756,8.639728,8.792383,7.855719,7.413458,0.268346,9.194922,-2.551303,0.268346,4.380626,0.460395,4.393585,1.841026
2012-04-20,7.228773,8.6608,8.817316,7.873537,7.404237,0.27907,9.19765,-2.710403,0.27907,4.371901,0.477662,4.400971,1.841914
2012-04-27,7.246625,8.661659,8.824872,7.873278,7.416228,0.281714,9.193581,-2.426902,0.281714,4.365758,0.486492,4.385396,1.84212
2012-05-04,7.221909,8.640306,8.78897,7.906871,7.40381,0.268729,9.199249,-2.578339,0.268729,4.375732,0.479335,4.38015,1.841517
2012-05-11,7.210368,8.626141,8.791779,7.877367,7.3648,0.255959,9.199239,-2.436574,0.255959,4.385321,0.474431,4.381276,1.842183
2012-05-18,7.166436,8.569334,8.743726,7.853209,7.373368,0.245453,9.200058,-2.47801,0.245453,4.398048,0.458563,4.369701,1.845016
2012-05-25,7.183734,8.585138,8.754625,7.852867,7.360759,0.224503,9.200734,-2.484227,0.224503,4.41161,0.448908,4.378144,1.847573
2012-06-01,7.153083,8.567922,8.707861,7.875879,7.392709,0.21793,9.200492,-2.671188,0.21793,4.417514,0.429377,4.356837,1.851537
2012-06-08,7.189666,8.60063,8.721084,7.833731,7.373657,0.224503,9.19936,-2.581109,0.224503,4.412932,0.436511,4.375505,1.851647
2012-06-15,7.202542,8.608643,8.737037,7.850902,7.394555,0.234123,9.205438,-2.42985,0.234123,4.402172,0.452031,4.366024,1.850861
2012-06-22,7.196702,8.614989,8.742454,7.82891,7.36039,0.228728,9.203688,-2.569289,0.228728,4.409836,0.443916,4.387387,1.850799
2012-06-29,7.216827,8.625357,8.766594,7.808571,7.376133,0.236336,9.205197,-2.548997,0.236336,4.40216,0.451521,4.379398,1.849085
2012-07-06,7.211321,8.641644,8.765632,7.81303,7.367551,0.206201,9.20957,-2.514171,0.206201,4.423372,0.43761,4.377768,1.850783
2012-07-13,7.21287,8.642262,8.788304,7.8041,7.371288,0.202859,9.208038,-2.419681,0.202859,4.423037,0.443082,4.371976,1.853058
2012-07-20,7.217194,8.639724,8.799363,7.782582,7.368024,0.195402,9.212259,-2.501646,0.195402,4.424583,0.446095,4.362844,1.852196
2012-07-27,7.234156,8.635369,8.808279,7.761792,7.39197,0.208882,9.211729,-2.33047,0.208882,4.415328,0.454065,4.362589,1.853278
2012-08-03,7.237771,8.663418,8.834287,7.763761,7.379932,0.214062,9.212318,-2.607617,0.214062,4.411282,0.447311,4.362589,1.851992
2012-08-10,7.248412,8.673703,8.845714,7.78312,7.390305,0.206201,9.21052,-2.360532,0.206201,4.413441,0.450375,4.360164,1.85006
2012-08-17,7.257116,8.674611,8.859488,7.746508,7.38774,0.209856,9.215676,-2.475154,0.209856,4.413961,0.450885,4.376511,1.849777
2012-08-24,7.252146,8.661571,8.849524,7.730034,7.420908,0.224183,9.213126,-2.462402,0.224183,4.401743,0.458121,4.365262,1.849195
2012-08-31,7.248917,8.650233,8.849484,7.698424,7.433672,0.229444,9.215945,-2.448652,0.229444,4.397014,0.461593,4.361696,1.848234
2012-09-07,7.270953,8.664716,8.883848,7.748106,7.459137,0.248187,9.217654,-2.394043,0.248187,4.385172,0.470691,4.359909,1.847305
2012-09-14,7.290136,8.68534,8.910873,7.747398,7.478961,0.272238,9.221023,-2.428715,0.272238,4.367509,0.483413,4.361696,1.842944
2012-09-21,7.286294,8.674645,8.916187,7.695785,7.480485,0.260902,9.222397,-2.511949,0.260902,4.373591,0.484215,4.358886,1.841406
2012-09-28,7.272864,8.655575,8.884077,7.737664,7.479921,0.251459,9.222378,-2.576627,0.251459,4.381214,0.480387,4.355939,1.838118
2012-10-05,7.286828,8.677784,8.908947,7.740151,7.484706,0.265436,9.229633,-2.284843,0.265436,4.373705,0.47853,4.365262,1.836613
2012-10-12,7.264443,8.664461,8.886339,7.742632,7.469928,0.258588,9.228377,-2.186136,0.258588,4.377855,0.474618,4.362207,1.835106
2012-10-19,7.267658,8.682055,8.906616,7.754683,7.451096,0.264209,9.232249,-2.293625,0.264209,4.377278,0.470316,4.37349,1.833077
2012-10-26,7.25272,8.666769,8.88625,7.717756,7.445009,0.257661,9.233647,-2.271086,0.257661,4.382876,0.476669,4.377516,1.832453
2012-11-02,7.254319,8.677363,8.904338,7.743604,7.425417,0.249357,9.238821,-2.36276,0.249357,4.389412,0.471378,4.387387,1.831237
2012-11-09,7.22973,8.660372,8.876754,7.714642,7.456559,0.239804,9.241034,-2.338212,0.239804,4.39477,0.463545,4.375631,1.831221
2012-11-16,7.215152,8.63152,8.846573,7.685813,7.446439,0.242397,9.238413,-2.540335,0.242397,4.397617,0.462412,4.398392,1.830179
2012-11-23,7.250742,8.668908,8.89688,7.69288,7.469084,0.260208,9.23705,-2.450157,0.260208,4.384424,0.471877,4.411464,1.829344
2012-11-30,7.255718,8.677068,8.909978,7.668402,7.447052,0.261287,9.239384,-2.620589,0.261287,4.383937,0.470816,4.412435,1.829071
2012-12-07,7.257052,8.685145,8.925029,7.717244,7.440763,0.25681,9.242275,-2.600722,0.25681,4.387114,0.472625,4.412677,1.828734
2012-12-14,7.253881,8.686389,8.935439,7.764661,7.436087,0.274901,9.244365,-3.54738,0.274901,4.376763,0.48082,4.425206,1.831092
2012-12-21,7.265535,8.689463,8.940659,7.771489,7.412915,0.276722,9.248464,-3.122203,0.276722,4.377228,0.480696,4.43367,1.829248
2012-12-28,7.245962,8.686998,8.937532,7.816034,7.41207,0.278919,9.252643,-3.425285,0.278919,4.377994,0.480016,4.453882,1.829505
2013-01-04,7.290613,8.714377,8.958845,7.833763,7.411949,0.267658,9.256842,-2.785958,0.267658,4.388245,0.474307,4.47904,1.829473
2013-01-11,7.294411,8.719576,8.95099,7.817315,7.416258,0.288407,9.25772,-2.713565,0.288407,4.376549,0.478344,4.490769,1.827046
2013-01-18,7.30383,8.724924,8.949265,7.861511,7.429105,0.286682,9.255189,-2.687366,0.286682,4.382477,0.461593,4.500809,1.826982
2013-01-25,7.315192,8.745834,8.969284,7.852311,7.413789,0.297434,9.249907,-2.675389,0.297434,4.378872,0.457551,4.50987,1.82777
2013-02-01,7.321962,8.755775,8.966151,7.916924,7.419051,0.310495,9.251751,-2.792628,0.310495,4.371029,0.45063,4.530447,1.828895
2013-02-08,7.325103,8.742563,8.942741,7.927227,7.418901,0.289979,9.252605,-2.683406,0.289979,4.385097,0.457551,4.529368,1.83013
2013-02-15,7.326327,8.752781,8.935049,7.895125,7.384052,0.289755,9.254175,-2.315366,0.289755,4.38925,0.439351,4.538282,1.830179
2013-02-22,7.323567,8.753956,8.944017,7.861958,7.366066,0.277025,9.251914,-2.193372,0.277025,4.400382,0.416273,4.536891,1.830227
2013-03-01,7.325281,8.760704,8.950035,7.889399,7.362791,0.264285,9.249811,-2.317293,0.264285,4.410529,0.408128,4.538924,1.828204
2013-03-08,7.346771,8.777028,8.985504,7.865929,7.36442,0.262749,9.251789,-2.51615,0.262749,4.415171,0.400453,4.564452,1.826966
2013-03-15,7.35289,8.777964,8.992539,7.839868,7.372715,0.268117,9.252058,-2.601935,0.268117,4.409897,0.41297,4.55682,1.826869
2013-03-22,7.350446,8.762921,8.976054,7.870284,7.383107,0.261441,9.25363,-2.780298,0.261441,4.411294,0.420748,4.548176,1.826644
2013-03-29,7.358315,8.765886,8.961278,7.822076,7.376977,0.248421,9.255629,-2.764621,0.248421,4.418551,0.418645,4.545526,1.826
2013-04-05,7.348124,8.740302,8.943604,7.817444,7.365908,0.261826,9.262003,-2.865933,0.261826,4.41275,0.427683,4.580365,1.82492
2013-04-12,7.370766,8.761611,8.954773,7.808774,7.301822,0.271019,9.259654,-2.965591,0.271019,4.410505,0.427944,4.588838,1.823242
2013-04-19,7.349392,8.746174,8.917305,7.837487,7.246974,0.266356,9.263947,-3.182062,0.266356,4.415389,0.420813,4.600359,1.821399
2013-04-26,7.366597,8.768173,8.96377,7.802745,7.287629,0.264593,9.259273,-3.152386,0.264593,4.412823,0.436641,4.585376,1.818239
2013-05-03,7.386731,8.782854,9.002367,7.821206,7.293528,0.271095,9.262468,-3.188589,0.271095,4.408242,0.442954,4.59512,1.817476
2013-05-10,7.398603,8.798603,9.021428,7.84025,7.278077,0.261518,9.263009,-3.271749,0.261518,4.420562,0.429182,4.621142,1.81502
2013-05-17,7.419063,8.813299,9.035749,7.860204,7.214909,0.249902,9.264213,-3.488391,0.249902,4.433812,0.416735,4.636766,1.815069
2013-05-24,7.408288,8.803025,9.024652,7.862201,7.234646,0.257274,9.263066,-3.477323,0.257274,4.427239,0.414161,4.618086,1.813227
2013-05-31,7.396789,8.79226,9.029878,7.865737,7.235562,0.26221,9.264639,-3.403701,0.26221,4.423349,0.41871,4.609859,1.813831
2013-06-07,7.40451,8.765925,9.018536,7.81769,7.232046,0.27907,9.266664,-3.205713,0.27907,4.402674,0.44199,4.580468,1.813847
2013-06-14,7.394327,8.749615,9.003065,7.790187,7.237591,0.288632,9.267722,-3.237804,0.288632,4.390367,0.451585,4.544464,1.813456
2013-06-21,7.373016,8.718691,8.960499,7.748197,7.167346,0.271629,9.268109,-3.327297,0.271629,4.41059,0.432951,4.583947,1.813521
2013-06-28,7.381676,8.734797,8.982086,7.696504,7.118478,0.263133,9.266097,-3.372902,0.263133,4.420478,0.419499,4.596533,1.815167
2013-07-05,7.397494,8.760221,8.962648,7.708343,7.109226,0.249123,9.273681,-3.522349,0.249123,4.436148,0.398038,4.617,1.813325
2013-07-12,7.426662,8.786448,9.013446,7.729898,7.159059,0.267505,9.272733,-3.545992,0.267505,4.418696,0.412573,4.59734,1.81489
2013-07-19,7.43372,8.799461,9.027807,7.691876,7.167115,0.273304,9.277775,-3.992149,0.273304,4.414094,0.423043,4.611649,1.814515
2013-07-26,7.43346,8.787951,9.017351,7.707067,7.195412,0.283599,9.279316,-4.002495,0.283599,4.402528,0.430613,4.587515,1.814173
2013-08-02,7.444056,8.802052,9.036813,7.717467,7.179117,0.283674,9.283572,-3.46862,0.283674,4.405597,0.424745,4.594716,1.813195
2013-08-09,7.433324,8.792305,9.028616,7.734563,7.181136,0.288332,9.285606,-3.153556,0.288332,4.396004,0.43819,4.566637,1.811676
2013-08-16,7.412058,8.779556,9.035027,7.742463,7.227568,0.287357,9.283498,-3.210908,0.287357,4.397617,0.446351,4.580057,1.810336
2013-08-23,7.416679,8.778341,9.038008,7.734966,7.242619,0.291475,9.281656,-3.76145,0.291475,4.398896,0.442761,4.59249,1.811758
